recording	collection	word	speaker_lang	context	prompt	token_times_gold	pre_phones_gold	pre_times_gold	v_phones_gold	v_times_gold	post_phones_gold	post_times_gold	token_times_mfa	pre_phones_mfa	pre_times_mfa	v_phones_mfa	v_times_mfa	post_phones_mfa	post_times_mfa
030799-3259675	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	0.77-1.11	kʰ	0.77-0.86	a	0.86-0.94	c	0.94-1.08	0.77-1.11	kʰ	0.77-0.86	a	0.86-0.94	c	0.94-1.08
028917-3261488	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	1.03-1.52	kʰ	1.03-1.11	a	1.11-1.18	c	1.18-1.39	1.03-1.52	kʰ	1.03-1.11	a	1.11-1.18	c	1.18-1.39
029846-3259557	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	0.9-1.25	kʰ	0.9-0.99	a	0.99-1.12	c	1.12-1.22	0.9-1.25	kʰ	0.9-0.99	a	0.99-1.12	c	1.12-1.22
026137-3261105	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	0.45-0.9973318788705504	kʰ	0.45-0.5365217456961024	a	0.5365217456961024-0.6539980131994568	c	0.6539980131994568-0.89	0.45-0.97	kʰ	0.45-0.55	a	0.55-0.64	c	0.64-0.89
026452-3261261	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	1.36-1.89	kʰ	1.36-1.462903475688706	a	1.462903475688706-1.554834430232307	c	1.554834430232307-1.72	1.36-1.89	kʰ	1.36-1.48	a	1.48-1.53	c	1.53-1.72
029245-3260289	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	1.37-1.81	kʰ	1.37-1.46	a	1.46-1.6	c	1.6-1.74	1.37-1.81	kʰ	1.37-1.46	a	1.46-1.6	c	1.6-1.74
030864-3258910	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	0.79-1.28	kʰ	0.79-0.9	a	0.9-1.0295045017104554	c	1.0295045017104554-1.21	0.79-1.28	kʰ	0.79-0.9	a	0.9-1.13	c	1.13-1.21
023342-1663197	samromur_unverified_22.07	kaggi	L1	Orðið [_TOKEN_] er notað í fleiri en einni merkingu.	Orðið kaggi er notað í fleiri en einni merkingu.	0.5-1.1	kʰ	0.5-0.62	a	0.62-0.68	c	0.68-0.93	0.5-1.1	kʰ	0.5-0.62	a	0.62-0.68	c	0.68-0.93
021827-1513731	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Ætti fólk ekki að drekka?	Sunna: Ætti fólk ekki að drekka?	0.29-0.7	s	0.29-0.4	ʏ	0.4-0.46	n	0.46-0.56	0.29-0.7	s	0.29-0.4	ʏ	0.4-0.46	n	0.46-0.56
022003-1482048	samromur_unverified_22.07	sunna	L1	Gunnar Reynir Valþórsson: [_TOKEN_] hvernig gengur þetta?	Gunnar Reynir Valþórsson: Sunna hvernig gengur þetta?	2.98-3.48	s	2.98-3.12	ʏ	3.12-3.18	n	3.18-3.33	2.98-3.48	s	2.98-3.12	ʏ	3.12-3.18	n	3.18-3.33
002544-0019074	samromur_21.05	sunna	L1	Áður en [_TOKEN_] hóf feril sinn sem leikkona starfaði hún sem módel.	Áður en Sunna hóf feril sinn sem leikkona starfaði hún sem módel.	1.4-1.82	s	1.4-1.53	ʏ	1.53-1.59	n	1.59-1.73	1.4-1.82	s	1.4-1.53	ʏ	1.53-1.59	n	1.59-1.73
011601-0299410	samromur_unverified_22.07	sunna	L1	Hlassskálalækur, Strengvað, [_TOKEN_] Sandaxlir	Hlassskálalækur, Strengvað, Sunna, Sandaxlir	2.55-3.1	s	2.55-2.7	ʏ	2.7-2.77	n	2.77-2.94	2.55-3.1	s	2.55-2.7	ʏ	2.7-2.77	n	2.77-2.94
023218-1624269	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Ætti fólk ekki að drekka?	Sunna: Ætti fólk ekki að drekka?	1.35-1.79	s	1.35-1.51	ʏ	1.51-1.55	n	1.55-1.68	1.35-1.79	s	1.35-1.51	ʏ	1.51-1.55	n	1.55-1.68
024131-1777612	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Já ef vel gengur?	Sunna Sæmundsdóttir: Já ef vel gengur?	0.83-1.42	s	0.83-1.0	ʏ	1.0-1.07	n	1.07-1.23	0.83-1.42	s	0.83-1.0	ʏ	1.0-1.07	n	1.07-1.23
022145-1493930	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Já ef vel gengur?	Sunna Sæmundsdóttir: Já ef vel gengur?	1.11-1.79	s	1.11-1.27	ʏ	1.27-1.36	n	1.36-1.57	1.11-1.79	s	1.11-1.27	ʏ	1.27-1.36	n	1.36-1.57
022365-1779120	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	Sunna Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	0.24-0.56	s	0.24-0.36	ʏ	0.36-0.4175407643845134	n	0.4175407643845134-0.51	0.24-0.56	s	0.24-0.36	ʏ	0.36-0.46	n	0.46-0.51
024117-1836886	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Ætti fólk ekki að drekka?	Sunna: Ætti fólk ekki að drekka?	0.24-0.7	s	0.24-0.38	ʏ	0.38-0.51	n	0.51-0.57	0.24-0.7	s	0.24-0.38	ʏ	0.38-0.51	n	0.51-0.57
009889-0219705	samromur_21.05	sunna	L1	Bara eitt orð, [_TOKEN_]	Bara eitt orð, Sunna.	3.27-3.98	s	3.27-3.5	ʏ	3.5-3.59	n	3.59-3.83	3.27-3.98	s	3.27-3.5	ʏ	3.5-3.59	n	3.59-3.83
022878-1580339	samromur_unverified_22.07	sunna	L1	Gunnar Reynir Valþórsson: [_TOKEN_] hvernig gengur þetta?	Gunnar Reynir Valþórsson: Sunna hvernig gengur þetta?	2.38-2.82	s	2.38-2.56	ʏ	2.56-2.61	n	2.61-2.75	2.38-2.82	s	2.38-2.56	ʏ	2.56-2.61	n	2.61-2.75
021579-1744009	samromur_unverified_22.07	sunna	L1	Gunnar Reynir Valþórsson: [_TOKEN_] hvernig gengur þetta?	Gunnar Reynir Valþórsson: Sunna hvernig gengur þetta?	1.69-2.17	s	1.69-1.84	ʏ	1.84-1.91	n	1.91-2.04	1.69-2.17	s	1.69-1.84	ʏ	1.84-1.91	n	1.91-2.04
022021-1482817	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Karen: Hvað kostar svona gripur?	Sunna Karen: Hvað kostar svona gripur?	2.36-2.79	s	2.36-2.53	ʏ	2.53-2.59	n	2.59-2.69	2.36-2.79	s	2.36-2.53	ʏ	2.53-2.59	n	2.59-2.69
023043-1604776	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Karen: Hvernig hefur fólk það annars?	Sunna Karen: Hvernig hefur fólk það annars?	0.61-1.0	s	0.61-0.76	ʏ	0.76-0.81	n	0.81-0.9	0.61-1.0	s	0.61-0.76	ʏ	0.76-0.81	n	0.81-0.9
022609-1551970	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Og hvernig gengur?	Sunna Sæmundsdóttir: Og hvernig gengur?	0.49-1.06	s	0.49-0.69	ʏ	0.69-0.77	n	0.77-0.92	0.49-1.06	s	0.49-0.69	ʏ	0.69-0.77	n	0.77-0.92
022540-1577265	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Karen: Hvað kostar svona gripur?	Sunna Karen: Hvað kostar svona gripur?	0.82-1.17	s	0.82-0.9399528233907333	ʏ	0.9399528233907333-1.0	n	1.0-1.09	0.82-1.17	s	0.82-0.93	ʏ	0.93-1.0	n	1.0-1.09
008735-0112141	samromur_21.05	sunna	L1	Ha, [_TOKEN_]	Ha, Sunna?	1.38-2.102086302930432	s	1.38-1.59	ʏ	1.59-1.734837873481643	n	1.734837873481643-1.9708208000350818	1.38-1.73	s	1.38-1.59	ʏ	1.59-1.67	n	1.67-1.7
022174-1499517	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	Sunna Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	1.64-2.13	s	1.64-1.77	ʏ	1.77-1.87	n	1.87-2.04	1.64-2.13	s	1.64-1.77	ʏ	1.77-1.87	n	1.87-2.04
021891-1478247	samromur_unverified_22.07	sunna	L1	[_TOKEN_] Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	Sunna Sæmundsdóttir: Er eitthvað svona eitt sem þið ætlið sérstaklega að beita ykkur fyrir?	0.83-1.17	s	0.83-0.97	ʏ	0.97-1.02	n	1.02-1.12	0.83-1.17	s	0.83-0.97	ʏ	0.97-1.02	n	1.02-1.12
023919-1743288	samromur_unverified_22.07	sunna	L1	Gunnar Reynir Valþórsson: [_TOKEN_] hvernig gengur þetta?	Gunnar Reynir Valþórsson: Sunna hvernig gengur þetta?	2.62-3.1097497796080598	s	2.62-2.78	ʏ	2.78-2.86	n	2.86-2.97	2.62-3.03	s	2.62-2.78	ʏ	2.78-2.86	n	2.86-2.97
017727-1045351	samromur_L2_22.09	tommi	L2	Sjáðu hvað [_TOKEN_] gaf mér í jólagjöf	Sjáðu hvað Tommi gaf mér í jólagjöf	1.27-1.7	tʰ	1.27-1.36	ɔ	1.36-1.4375451725004496	m	1.4375451725004496-1.5886428400999686	1.27-1.7	tʰ	1.27-1.36	ɔ	1.36-1.39	m	1.39-1.58
010961-0289290	samromur_L2_22.09	tommi	L2	[_TOKEN_] gerðist ágengur og vildi nú fá forvitni sinni svalað.	Tommi gerðist ágengur og vildi nú fá forvitni sinni svalað.	0.98-1.47	tʰ	0.98-1.05	ɔ	1.05-1.14	m	1.14-1.3	0.98-1.47	tʰ	0.98-1.05	ɔ	1.05-1.14	m	1.14-1.3
025930-3251815	samromur_L2_22.09	tommi	L2	Jón Ármann: Æ, hann [_TOKEN_] kjaftur.	Jón Ármann: Æ, hann Tommi kjaftur.	2.21-2.56	tʰ	2.21-2.3	ɔ	2.3-2.354081599520609	m	2.354081599520609-2.45	2.21-2.56	tʰ	2.21-2.3	ɔ	2.3-2.35	m	2.35-2.45
026388-2589002	samromur_L2_22.09	tommi	L2	[_TOKEN_] sendi bræðurna Badda og Danna útí	Tommi sendi bræðurna Badda og Danna útí	0.44-0.78	tʰ	0.44-0.5	ɔ	0.5-0.573019009642221	m	0.573019009642221-0.73	0.44-0.78	tʰ	0.44-0.5	ɔ	0.5-0.56	m	0.56-0.73
026388-3094097	samromur_L2_22.09	tommi	L2	Það eru börn við borðið, sagði [_TOKEN_]	Það eru börn við borðið, sagði Tommi.	1.58-1.86	tʰ	1.58-1.65	ɔ	1.65-1.68	m	1.68-1.77	1.58-1.86	tʰ	1.58-1.65	ɔ	1.65-1.68	m	1.68-1.77
025938-2009759	samromur_L2_22.09	tommi	L2	[_TOKEN_] var sestur við borðsendann þegar	Tommi var sestur við borðsendann þegar	0.73-1.1	tʰ	0.73-0.79	ɔ	0.79-0.859863749516156	m	0.859863749516156-0.97	0.73-1.1	tʰ	0.73-0.79	ɔ	0.79-0.85	m	0.85-0.97
019512-1399142	samromur_L2_22.09	tommi	L2	[_TOKEN_] brosti en strákarnir viltu ekki hefta för Ella lengur.	Tommi brosti en strákarnir viltu ekki hefta för Ella lengur.	0.85-1.2523671068457214	tʰ	0.85-0.9256094671717449	ɔ	0.9256094671717449-1.07775599314494	m	1.07775599314494-1.169656579303246	0.85-1.04	tʰ	0.85-0.92	ɔ	0.92-0.95	m	0.95-1.01
026339-2657990	samromur_L2_22.09	tommi	L2	[_TOKEN_] sá að hér var um karlmannsverk að ræða.	Tommi sá að hér var um karlmannsverk að ræða.	0.65-0.96	tʰ	0.65-0.73	ɔ	0.73-0.7954054037667291	m	0.7954054037667291-0.91	0.65-0.96	tʰ	0.65-0.73	ɔ	0.73-0.77	m	0.77-0.91
010947-0289077	samromur_queries_21.12	tommi	L2	Hefur verið einhver reytingur í dag [_TOKEN_]	Hefur verið einhver reytingur í dag Tommi?	2.93-3.32	tʰ	2.93-3.0	ɔ	3.0-3.0469751094040416	m	3.0469751094040416-3.165814617422037	2.93-3.32	tʰ	2.93-3.0	ɔ	3.0-3.04	m	3.04-3.16
026388-3260258	samromur_L2_22.09	tommi	L2	Já, hann er iðnaðarmaður, sagði [_TOKEN_]	Já, hann er iðnaðarmaður, sagði Tommi.	1.99-2.304	tʰ	1.99-2.07	ɔ	2.07-2.11	m	2.11-2.21	1.99-2.304	tʰ	1.99-2.07	ɔ	2.07-2.11	m	2.11-2.21
026426-2978348	samromur_L2_22.09	tommi	L2	Já, þetta er raunalegt að sjá, sagði [_TOKEN_]	Já, þetta er raunalegt að sjá, sagði Tommi.	2.53-2.87	tʰ	2.53-2.6	ɔ	2.6-2.6703708719246384	m	2.6703708719246384-2.76	2.53-2.87	tʰ	2.53-2.6	ɔ	2.6-2.63	m	2.63-2.76
012110-0310749	samromur_L2_22.09	tommi	L2	Þetta hefur verið hundur, [_TOKEN_] minn, sagði ég.	Þetta hefur verið hundur, Tommi minn, sagði ég.	3.42-3.67	tʰ	3.42-3.47	ɔ	3.47-3.56	m	3.56-3.63	3.42-3.67	tʰ	3.42-3.47	ɔ	3.47-3.56	m	3.56-3.63
025938-2010124	samromur_L2_22.09	tommi	L2	[_TOKEN_] átti að velja liðið og stjórna og ákveðið að	Tommi átti að velja liðið og stjórna og ákveðið að	0.66-0.9797000061517648	tʰ	0.66-0.74	ɔ	0.74-0.81	m	0.81-0.92	0.66-0.95	tʰ	0.66-0.74	ɔ	0.74-0.81	m	0.81-0.92
026388-3237567	samromur_L2_22.09	tommi	L2	Jón Ármann: Æ, hann [_TOKEN_] kjaftur.	Jón Ármann: Æ, hann Tommi kjaftur.	2.24-2.58	tʰ	2.24-2.36	ɔ	2.36-2.3943772222533792	m	2.3943772222533792-2.477561763812179	2.24-2.58	tʰ	2.24-2.36	ɔ	2.36-2.39	m	2.39-2.47
026388-3100068	samromur_L2_22.09	tommi	L2	Hún er svo dularfull, þú manst sagði [_TOKEN_] og minnti	Hún er svo dularfull, þú manst sagði Tommi og minnti	2.84-3.15	tʰ	2.84-2.93	ɔ	2.93-2.97	m	2.97-3.05	2.84-3.15	tʰ	2.84-2.93	ɔ	2.93-2.97	m	2.97-3.05
026339-3259608	samromur_L2_22.09	tommi	L2	Jón Ármann: Æ, hann [_TOKEN_] kjaftur.	Jón Ármann: Æ, hann Tommi kjaftur.	2.21-2.56	tʰ	2.21-2.29	ɔ	2.29-2.35	m	2.35-2.44	2.21-2.56	tʰ	2.21-2.29	ɔ	2.29-2.35	m	2.35-2.44
026339-2666419	samromur_L2_22.09	tommi	L2	Hvað sagðirðu? spurði [_TOKEN_] og leit brosandi á Kamillu.	Hvað sagðirðu? spurði Tommi og leit brosandi á Kamillu.	1.97-2.31	tʰ	1.97-2.06	ɔ	2.06-2.12	m	2.12-2.24	1.97-2.31	tʰ	1.97-2.06	ɔ	2.06-2.12	m	2.12-2.24
026339-2982184	samromur_L2_22.09	tommi	L2	Já, þetta er raunalegt að sjá, sagði [_TOKEN_]	Já, þetta er raunalegt að sjá, sagði Tommi.	2.61-3.05	tʰ	2.61-2.68	ɔ	2.68-2.753602549578576	m	2.753602549578576-2.87	2.61-3.05	tʰ	2.61-2.68	ɔ	2.68-2.72	m	2.72-2.87
015559-0699286	samromur_L2_22.09	tommi	L2	Við [_TOKEN_] bróðir fengum lítið herbergi hjá afa og ömmu.	Við Tommi bróðir fengum lítið herbergi hjá afa og ömmu.	1.35-1.8	tʰ	1.35-1.46	ɔ	1.46-1.5606798169006901	m	1.5606798169006901-1.68	1.35-1.8	tʰ	1.35-1.46	ɔ	1.46-1.55	m	1.55-1.68
017915-1082694	samromur_L2_22.09	tommi	L2	Ekkert mál samþykkti [_TOKEN_] og allir voru sammála síðasta ræðumanni.	Ekkert mál samþykkti Tommi og allir voru sammála síðasta ræðumanni.	1.99-2.37	tʰ	1.99-2.1	ɔ	2.1-2.19	m	2.19-2.3459482958546305	1.99-2.37	tʰ	1.99-2.1	ɔ	2.1-2.19	m	2.19-2.34
026339-2295756	samromur_L2_22.09	katrín	L2	[_TOKEN_] viltu hoppa með mér?	Katrín, viltu hoppa með mér?	0.54-1.2	kʰ	0.54-0.63	aː	0.63-0.74	t r	0.74-0.81,0.81-0.8504271743960486	0.54-1.2	kʰ	0.54-0.63	aː	0.63-0.74	t r	0.74-0.81,0.81-0.82
012221-0320903	samromur_L2_22.09	katrín	L2	[_TOKEN_] viltu hoppa með mér?	Katrín, viltu hoppa með mér?	1.55-2.28	kʰ	1.55-1.64	aː	1.64-1.86	tʰ r	1.86-1.94,1.94-2.003498300488809	1.55-2.28	kʰ	1.55-1.64	aː	1.64-1.86	tʰ r	1.86-1.94,1.94-1.95
011011-0290605	samromur_L2_22.09	katrín	L2	[_TOKEN_] slökktu á þessu eftir níutíu mínútur.	Katrín, slökktu á þessu eftir níutíu mínútur.	1.33-1.9339753175258227	kʰ	1.33-1.41	aː	1.41-1.54	tʰ r	1.54-1.6549659428964938,1.6549659428964938-1.68	1.33-2.35	kʰ	1.33-1.41	aː	1.41-1.54	tʰ r	1.54-1.67,1.67-1.68
026920-2261508	samromur_L2_22.09	katrín	L2	Þú verður að láta reyna á það, sagði [_TOKEN_]	Þú verður að láta reyna á það, sagði Katrín.	2.5-3.18	kʰ	2.5-2.58	aː	2.58-2.6733767657505108	t r	2.6733767657505108-2.792107626847616,2.792107626847616-2.84	2.5-3.18	kʰ	2.5-2.58	aː	2.58-2.72	t r	2.72-2.83,2.83-2.84
021639-1478228	samromur_L2_22.09	katrín	L2	[_TOKEN_] Ósk Emilsdóttir: Nei þau voru í vinnunni?	Katrín Ósk Emilsdóttir: Nei þau voru í vinnunni?	0.63-0.98	kʰ	0.63-0.67	aː	0.67-0.78	t r	0.78-0.91,0.91-0.92	0.63-0.98	kʰ	0.63-0.67	aː	0.67-0.78	t r	0.78-0.91,0.91-0.92
026388-2269390	samromur_L2_22.09	katrín	L2	Þú verður að láta reyna á það, sagði [_TOKEN_]	Þú verður að láta reyna á það, sagði Katrín.	2.54-3.07	kʰ	2.54-2.63	aː	2.63-2.76	t r	2.76-2.85,2.85-2.86	2.54-3.07	kʰ	2.54-2.63	aː	2.63-2.76	t r	2.76-2.85,2.85-2.86
026388-2280283	samromur_L2_22.09	katrín	L2	[_TOKEN_] Hvað á hann að gera fyrir þig?	Katrín: Hvað á hann að gera fyrir þig?	0.48-1.07	kʰ	0.48-0.55	aː	0.55-0.69	tʰ r	0.69-0.8110205614985365,0.8110205614985365-0.84	0.48-1.07	kʰ	0.48-0.55	aː	0.55-0.69	tʰ r	0.69-0.83,0.83-0.84
027396-2563733	samromur_L2_22.09	katrín	L2	[_TOKEN_] á hverju stranda þessar viðræður?	Katrín, á hverju stranda þessar viðræður?	0.17-0.78	kʰ	0.17-0.27	aː	0.27-0.4	t r	0.4-0.5265574333701801,0.5265574333701801-0.59	0.17-0.78	kʰ	0.17-0.27	aː	0.27-0.4	t r	0.4-0.58,0.58-0.59
022717-1562000	samromur_L2_22.09	katrín	L2	[_TOKEN_] Hvað á hann að gera fyrir þig?	Katrín: Hvað á hann að gera fyrir þig?	1.13-1.6	kʰ	1.13-1.16	aː	1.16-1.2784778604516396	tʰ r	1.2784778604516396-1.3716723539978752,1.3716723539978752-1.41	1.13-1.6	kʰ	1.13-1.16	aː	1.16-1.3	tʰ r	1.3-1.4,1.4-1.41
026596-2158689	samromur_L2_22.09	katrín	L2	En telur [_TOKEN_] mögulegt að Norður Írar stríði Frökkum?	En telur Katrín mögulegt að Norður Írar stríði Frökkum?	0.98-1.67	kʰ	0.98-1.08	aː	1.08-1.25	t r	1.25-1.3476054932045998,1.3476054932045998-1.41	0.98-1.67	kʰ	0.98-1.08	aː	1.08-1.25	t r	1.25-1.4,1.4-1.41
026388-2346096	samromur_L2_22.09	katrín	L2	[_TOKEN_] Jakobsdóttir: Viljum við breyta því?	Katrín Jakobsdóttir: Viljum við breyta því?	0.62-1.09	kʰ	0.62-0.7	aː	0.7-0.85	tʰ r	0.85-0.9433453301736561,0.9433453301736561-0.96	0.62-1.09	kʰ	0.62-0.7	aː	0.7-0.85	tʰ r	0.85-0.95,0.95-0.96
028686-2574680	samromur_L2_22.09	katrín	L2	[_TOKEN_] á hverju stranda þessar viðræður?	Katrín, á hverju stranda þessar viðræður?	0.83-1.36	kʰ	0.83-0.9	aː	0.9-1.05	t r	1.05-1.16,1.16-1.1858630550544598	0.83-1.36	kʰ	0.83-0.9	aː	0.9-1.05	t r	1.05-1.16,1.16-1.17
024315-1824916	samromur_L2_22.09	katrín	L2	[_TOKEN_] Pálsdóttir: Þú settir svolítið mikið af salti?	Katrín Pálsdóttir: Þú settir svolítið mikið af salti?	0.67-1.11	kʰ	0.67-0.76	aː	0.76-0.81	t r	0.81-0.9315718158285482,0.9315718158285482-1.0	0.67-1.11	kʰ	0.67-0.76	aː	0.76-0.81	t r	0.81-0.99,0.99-1.0
025902-2167287	samromur_L2_22.09	katrín	L2	[_TOKEN_] Jakobsdóttir: Viljum við breyta því?	Katrín Jakobsdóttir: Viljum við breyta því?	0.58-1.09	kʰ	0.58-0.65	aː	0.65-0.83	t r	0.83-0.97,0.97-0.98	0.58-1.09	kʰ	0.58-0.65	aː	0.65-0.83	t r	0.83-0.97,0.97-0.98
027683-2347728	samromur_L2_22.09	katrín	L2	[_TOKEN_] Jakobsdóttir: Viljum við breyta því?	Katrín Jakobsdóttir: Viljum við breyta því?	0.83-1.28	kʰ	0.83-0.93	aː	0.93-1.03	t r	1.03-1.13,1.13-1.14	0.83-1.28	kʰ	0.83-0.93	aː	0.93-1.03	t r	1.03-1.13,1.13-1.14
022407-1814426	samromur_L2_22.09	katrín	L2	[_TOKEN_] Hvað á hann að gera fyrir þig?	Katrín: Hvað á hann að gera fyrir þig?	0.52-0.99	kʰ	0.52-0.61	aː	0.61-0.72	t r	0.72-0.82,0.82-0.83	0.52-0.99	kʰ	0.52-0.61	aː	0.61-0.72	t r	0.72-0.82,0.82-0.83
026388-3263640	samromur_L2_22.09	katrín	L2	[_TOKEN_] skýrðist myndin eitthvað við það?	Katrín, skýrðist myndin eitthvað við það?	0.49-1.0	kʰ	0.49-0.52	aː	0.52-0.6915459408088717	t r	0.6915459408088717-0.8,0.8-0.81	0.49-1.0	kʰ	0.49-0.52	aː	0.52-0.6	t r	0.6-0.8,0.8-0.81
012159-0319471	samromur_L2_22.09	katrín	L2	[_TOKEN_] Theodórsdóttir, lögmaður, telur hann brjóta í bága við alþjóðalög.	Katrín Theodórsdóttir, lögmaður, telur hann brjóta í bága við alþjóðalög.	0.0-0.76	kʰ	0.0-0.1	aː	0.1-0.38	t r	0.38-0.45,0.45-0.5124987116985817	0.0-0.76	kʰ	0.0-0.1	aː	0.1-0.38	t r	0.38-0.45,0.45-0.46
026426-2274254	samromur_L2_22.09	katrín	L2	Þú verður að láta reyna á það, sagði [_TOKEN_]	Þú verður að láta reyna á það, sagði Katrín.	3.97-4.468423643062923	kʰ	3.97-4.04	aː	4.04-4.11	t r	4.11-4.33,4.33-4.34	3.97-4.4	kʰ	3.97-4.04	aː	4.04-4.11	t r	4.11-4.33,4.33-4.34
028691-2573270	samromur_L2_22.09	katrín	L2	[_TOKEN_] á hverju stranda þessar viðræður?	Katrín, á hverju stranda þessar viðræður?	0.96-1.46	kʰ	0.96-1.03	aː	1.03-1.14	t r	1.14-1.21,1.21-1.233507825129256	0.96-1.46	kʰ	0.96-1.03	aː	1.03-1.14	t r	1.14-1.21,1.21-1.22
026388-3239520	samromur_L2_22.09	mömmu	L2	Leyfðu mér aðeins að tala við [_TOKEN_] þína aftur.	Leyfðu mér aðeins að tala við mömmu þína aftur.	1.5454806687946843-1.78	m	1.5454806687946843-1.59	œ	1.59-1.64	m	1.64-1.75	1.51-1.78	m	1.51-1.59	œ	1.59-1.64	m	1.64-1.75
026426-2336956	samromur_L2_22.09	mömmu	L2	Ég á erfiðara með að finna leikkonu í hlutverk [_TOKEN_]	Ég á erfiðara með að finna leikkonu í hlutverk mömmu.	3.23-3.5555204710106576	m	3.23-3.28	œ	3.28-3.3645053619262772	m	3.3645053619262772-3.48	3.23-3.51	m	3.23-3.28	œ	3.28-3.36	m	3.36-3.48
026388-2588838	samromur_L2_22.09	mömmu	L2	Þú mátt aldrei fara svona í burtu frá [_TOKEN_]	Þú mátt aldrei fara svona í burtu frá mömmu.	2.58-2.97	m	2.58-2.64	œ	2.64-2.72	m	2.72-2.82	2.58-2.97	m	2.58-2.64	œ	2.64-2.72	m	2.72-2.82
024315-1825016	samromur_L2_22.09	mömmu	L2	Svo átti hann son sem bjó með [_TOKEN_] sinni í	Svo átti hann son sem bjó með mömmu sinni í	2.78-3.24	m	2.78-2.91	œ	2.91-2.99	m	2.99-3.18	2.78-3.24	m	2.78-2.91	œ	2.91-2.99	m	2.99-3.18
025902-2168332	samromur_L2_22.09	mömmu	L2	Ég var óskaplega fegin [_TOKEN_] vegna.	Ég var óskaplega fegin mömmu vegna.	2.27-2.701147450860087	m	2.27-2.32	œ	2.32-2.43	m	2.43-2.5661832682126025	2.27-2.5	m	2.27-2.32	œ	2.32-2.43	m	2.43-2.47
024577-1877914	samromur_L2_22.09	mömmu	L2	Ég er að fara til [_TOKEN_]	Ég er að fara til mömmu.	1.69-2.12	m	1.69-1.76	œ	1.76-1.89	m	1.89-2.05	1.69-2.12	m	1.69-1.76	œ	1.76-1.89	m	1.89-2.05
025930-2132696	samromur_L2_22.09	mömmu	L2	Þú mátt aldrei fara svona í burtu frá [_TOKEN_]	Þú mátt aldrei fara svona í burtu frá mömmu.	3.14-3.59	m	3.14-3.2	œ	3.2-3.29	m	3.29-3.39	3.14-3.59	m	3.14-3.2	œ	3.2-3.29	m	3.29-3.39
025930-2886361	samromur_L2_22.09	mömmu	L2	Þú mátt ekki vanmeta [_TOKEN_] þína, Stjáni minn.	Þú mátt ekki vanmeta mömmu þína, Stjáni minn.	1.7769540412288145-2.15	m	1.7769540412288145-1.87	œ	1.87-1.97	m	1.97-2.057204172268637	1.77-2.15	m	1.77-1.87	œ	1.87-1.97	m	1.97-2.05
011537-0298372	samromur_L2_22.09	mömmu	L2	Þú mátt ekki vanmeta [_TOKEN_] þína, Stjáni minn.	Þú mátt ekki vanmeta mömmu þína, Stjáni minn.	5.6-6.11	m	5.6-5.758858529565409	œ	5.758858529565409-5.883116567533545	m	5.883116567533545-6.06	5.6-6.11	m	5.6-5.75	œ	5.75-5.87	m	5.87-6.06
026339-3230232	samromur_L2_22.09	mömmu	L2	Mér þykir jafn vænt um [_TOKEN_] þína og áður.	Mér þykir jafn vænt um mömmu þína og áður.	1.0296013960029913-1.35	m	1.0296013960029913-1.0850818448602813	œ	1.0850818448602813-1.1593162482608805	m	1.1593162482608805-1.2835611971103045	1.25-1.35	m	1.25-1.28	œ	1.28-1.31	m	1.31-1.32
